Category_1,Store_Score,Score_1,Score_4,weekday
5,-14.144,4.51E-05,99.626,6
5,-27.63,0.824,68.256,5
5,-23.403,0.951,87.943,5
5,-31.159,0.963,73.543,6
0,-9.954,0.887,197.4,6
5,-33.508,0.768,68.81,5
11,-7.065,0.429,121.042,5
0,-13.14,0.841,128.948,5
5,-4.485,0,105.061,5
0,-18.131,0.751,142.116,5
7,-9.441,0,66.98,5
3,-5.802,0,121.07,6
11,-6.927,0,132.067,5
4,-14.423,2.83E-06,129.939,1
10,-11.092,0,81.713,5
5,-6.251,0.0489,94.01,6
8,-8.198,0,125.965,5
4,-5.339,0,100.008,5
8,-4.792,0,99.991,5
2,-11.574,0.981,108.025,5
6,-9.607,0.00382,140.071,4
8,-24.263,0.976,88.43,6
0,-23.439,0.862,74.077,4
0,-13.846,0.991,83.877,5
10,-24.419,0.945,139.905,5
7,-7.275,0,80.771,5
11,-6.287,0.307,97.878,5
7,-17.067,0.932,113.22,5
10,-10.611,0.0148,115.109,5
2,-11.692,0.923,102.002,4
11,-7.561,0,130.013,4
6,-17.59,0.821,117.321,5
1,-7.743,0,123.164,5
7,-6.106,0.00612,128.002,5
4,-8.352,0,145.889,5
6,-29.233,0.944,69.875,5
4,-7.164,2.33E-06,119.161,4
5,-23.095,0.955,183.773,3
7,-4.386,0,129.995,5
11,-29.131,0.971,122.427,5
2,-2.228,0,106.019,6
2,-3.396,0,93.641,6
3,-20.915,0.908,117.795,6
2,-6.303,0.00656,115.049,0
7,-10.723,0,112.113,6
8,-8.733,0.89,84.001,4
9,-4.045,0,87.063,5
4,-7.284,1.51E-05,149.91,5
4,-14.693,0,118.034,5
4,-21.629,0.948,84.218,5
6,-8.336,4.83E-05,98.016,5
7,-4.683,0,160.145,5
8,-9.559,0.882,80.013,4
6,-10.935,9.60E-06,98.058,5
8,-20.804,0.000337,113.824,5
8,-24.515,0.956,102.781,4
11,-20.483,0.887,175.203,1
11,-12.744,0.903,109.978,0
1,-29.218,0.924,87.329,5
0,-16.424,0.954,126.818,5
2,-6.068,0.0811,123.019,6
5,-6.56,0,165.029,4
10,-6.249,0.0284,149.936,4
9,-19.75,0.0155,71.887,4
7,-26.146,0.964,64.609,3
6,-30.008,0.984,66.471,5
6,-3.633,1.17E-06,148.062,5
7,-23.697,0.136,146.581,0
0,-15.666,0.815,169.964,4
7,-25.116,0.897,80.671,5
7,-12.331,0.000972,129.951,6
5,-9.609,3.01E-05,119.83,6
2,-36.739,0.873,109.664,4
10,-8.559,0.833,170.968,6
6,-5.921,0,163.051,6
8,-5.589,0.00136,126.008,0
7,-11.495,0,132.061,4
9,-9.536,0.0105,173.949,6
2,-7.239,0,92.877,6
2,-32.831,0.921,83.025,5
10,-2.962,0,144.072,5
7,-4.575,0.214,109.552,5
6,-5.537,0,122.99,4
0,-20.668,0.914,160.036,5
0,-3.497,0.00244,120.042,5
6,-24.304,0.379,126.731,5
0,-4.544,0,122.001,5
7,-4.474,0,108.008,5
6,-5.043,0.0101,97.985,5
7,-29.248,0.882,66.19,5
3,-29.581,0.839,120.66,4
7,-9.146,0.000679,130.795,6
5,-17.016,0.903,183.837,5
0,-13.957,0.397,90.887,5
8,-5.457,0.00432,121.962,5
5,-25.7,0.902,140.015,5
1,-5.594,0,83.832,5
11,-18.917,0.955,80.059,4
0,-8.779,0,121.01,4
8,-16.11,0.907,113.4,5
4,-5.808,0,85.829,5
8,-21.188,0.767,134.839,0
7,-3.912,0.255,127.906,4
0,-19.054,0.814,120.107,5
9,-18.876,0.612,128.96,5
0,-5.462,2.14E-06,77.999,6
5,-28.42,0.66,110.012,4
4,-10.058,0,136.703,6
10,-4.603,0,125.976,5
0,-24.949,0.886,97.871,4
10,-3.856,0.00678,126.087,4
7,-5.48,0,154.889,5
9,-6.302,0,142.035,5
0,-3.501,0,90.01,5
2,-4.548,0,129.989,5
7,-6.769,0.000458,80.897,6
0,-18.181,0.687,191.828,5
0,-12.92,0.000605,113.059,6
7,-13.929,0.000286,81.368,6
0,-26.577,0.642,67.598,2
11,-4.843,2.09E-06,108.907,5
10,-5.802,0,172.387,6
2,-10.461,0.905,112.751,5
7,-7.718,0.000299,110.937,5
2,-33.623,0.817,67.749,0
6,-13.515,0.0521,112.846,5
6,-15.43,0.677,48.169,5
2,-12.78,0.888,84.991,4
0,-7.253,0.000631,131.045,5
11,-4.138,7.27E-06,142.029,4
10,-7.845,0,92.063,5
4,-8.335,8.99E-06,136.792,6
4,-19.839,0.957,138.058,4
7,-5.509,0.000513,127.361,5
0,-8.999,0.0949,98.94,4
8,-8.256,0,146.933,5
3,-29.709,0.781,74.571,6
5,-31.999,0.934,73.667,5
2,-4.702,0,170.086,3
0,-10.357,0,168.964,5
9,-11.548,0.947,106.009,6
2,-5.358,0.0096,90.767,6
7,-3.379,0,160.831,5
6,-5.952,0.903,94,6
1,-20.724,0.963,103.93,5
10,-10.581,0.00229,132.159,6
2,-27.568,0.861,144.728,4
7,-5.965,0.792,142.1,1
9,-5.062,1.12E-05,139.85,6
11,-5.288,0,77.521,5
5,-6.113,0,115.982,5
9,-27.509,0.901,61.968,5
5,-28.045,0.918,68.191,0
0,-32.084,0.938,143.867,5
2,-7.15,0.317,91.597,5
3,-27.558,0.932,63.542,4
10,-26.94,0.955,61.902,4
5,-4.961,0,147.395,5
0,-7.433,2.21E-05,113.972,5
11,-11.33,0.00158,124.992,6
4,-3.103,0,133.02,5
9,-9.866,5.49E-05,84.996,6
2,-18.403,0.93,66.497,4
6,-10.117,0,99.439,0
4,-22.597,0.866,140.045,5
11,-30.965,0.963,75.99,5
2,-4.682,8.18E-06,147.604,5
9,-5.287,0,169.961,5
8,-21.916,0.861,77.83,6
1,-8.565,2.49E-05,113.204,5
5,-4.451,0,123.919,5
4,-3.133,1.14E-05,146.539,5
1,-4.486,0,93.057,5
7,-13.916,0.951,90.479,4
4,-25.778,0.879,58.124,5
11,-6.552,0.00416,120.076,6
5,-24.128,0.962,129.808,5
5,-4.563,2.07E-06,116.007,5
0,-3.622,0.0255,107.024,4
10,-4.5,7.67E-05,106.069,5
1,-7.128,0,131.935,5
10,-5.588,0.000243,126.077,5
7,-25.7,0.917,81.903,4
7,-8.413,0.0809,85.009,5
0,-7.193,0.00154,94.238,6
7,-12.515,0,118.513,5
11,-5.727,0,88.949,6
9,-11.342,0.918,124.923,5
4,-11.514,0.00411,162.734,5
5,-6.664,0,76.899,1
5,-4.198,3.28E-06,90,5
1,-5.212,0,128.158,5
5,-3.173,0,129.996,5
4,-10.229,0.00145,137.469,6
7,-17.599,0.916,93.654,5
1,-9.668,0.81,128.068,5
7,-3.452,2.52E-06,62.914,6
8,-32.75,0.891,124.238,5
9,-4.237,0,160.025,5
6,-6.72,0,132.975,5
4,-4.315,0,115.084,5
9,-12.168,0.19,130.997,6
0,-12.788,0.00202,115.808,5
1,-3.382,0.102,128.031,5
6,-16.431,0.901,70.289,4
0,-17.381,0.885,130.069,5
0,-17.319,0.834,77.428,4
1,-6.543,5.15E-06,89.999,5
0,-15.747,0.9,102.781,6
1,-4.547,0,145.238,4
7,-30.649,0.974,74.014,5
5,-20.394,0.379,90.75,3
0,-28.665,0.921,140.828,5
7,-28.173,0.97,121.117,4
11,-7.359,0,144.82,6
4,-7.201,2.07E-05,199.435,0
2,-10.505,0,143.297,3
2,-4.333,3.56E-05,104.988,5
6,-4.402,0,127.853,4
6,-7.23,0,83.903,6
7,-18.653,0.828,94.877,4
2,-21.029,0.917,82.39,6
0,-36.334,0.878,121.708,4
1,-5.75,0,161.884,5
1,-4.483,0,77,5
8,-20.43,0.834,67.981,5
1,-13.921,0.573,156.503,5
1,-25.14,0.913,136.156,5
3,-30.304,0.933,73.43,5
11,-7.543,2.06E-06,87.667,6
0,-4.759,0,144.005,5
7,-7.78,0,79.252,6
7,-12.939,0.903,89.755,6
11,-14.728,0.00458,96.43,5
7,-9.211,8.29E-05,77.169,5
4,-36.59,0.952,128.617,5
2,-8.512,0.00312,125.996,5
7,-12.679,0.00309,118.704,4
11,-6.972,0,95.971,5
5,-20.284,0.945,139.213,0
9,-13.845,0.886,93.264,1
0,-14.177,0,126.346,6
3,-15.305,0.0942,144.52,6
11,-6.361,0,82.104,5
7,-9.81,8.58E-06,132.141,5
10,-7.131,0.00492,103.555,6
1,-4.724,0,133.002,5
7,-8.289,4.90E-05,113.997,5
0,-4.697,8.18E-05,169.61,5
5,-24.674,0.951,89.851,5
3,-26.775,0.91,98.821,1
8,-7.351,0.88,95.011,5
6,-5.267,0.000126,128.036,4
7,-5.541,0.000288,141.283,0
1,-5.052,0,119.969,6
5,-10.999,0,73.592,0
5,-14.48,7.84E-06,76.064,5
7,-12.688,0.769,115.002,5
11,-7.085,1.41E-05,80.033,0
11,-6.088,8.96E-06,144.913,5
1,-11.631,6.41E-06,97.84,5
3,-9.045,1.02E-05,80.011,5
5,-27.494,0.953,69.849,5
10,-22.434,0.955,94.173,4
1,-13.372,0.914,83.589,5
7,-15.797,0.878,171.95,5
5,-27.602,0.689,89.602,5
4,-32.391,0.728,64.246,5
3,-26.609,0.951,139.14,5
1,-28.903,0.885,75.308,6
7,-10.952,0,151.64,5
4,-28.836,0.918,48.389,5
8,-17.586,0.945,79.996,4
9,-10.006,0.00365,105.009,5
10,-21.535,0.942,75.092,5
6,-21.359,0.886,138.305,5
9,-6.637,0,147.986,5
6,-7.028,0,113.992,5
2,-40.319,0.874,135.087,3
1,-14.836,0,127.827,5
6,-8.493,3.13E-06,111.136,5
6,-8.041,0,99.023,5
2,-7.034,1.84E-06,97.186,5
5,-9.041,0,132.031,5
4,-22.63,0.601,110.09,5
9,-4.36,3.10E-06,140.02,5
8,-33.97,0.947,98.758,0
9,-6.222,0,132.619,5
7,-13.669,6.69E-06,102.014,5
10,-26.737,0.882,125.553,1
4,-10.776,0.269,96.288,4
0,-11.307,0,80.71,5
0,-29.444,0.959,71.929,4
7,-9.402,9.31E-05,101.981,6
9,-2.696,0,100.035,5
9,-33.594,0.924,126.086,4
4,-11.556,0.000582,123.725,5
6,-8.04,0,105.971,5
1,-5.679,0,109.891,5
10,-4.729,0,130.026,5
0,-7.8,8.36E-05,95.383,6
0,-13.343,0.979,120.006,0
11,-14.464,0.000339,93.017,6
7,-32.328,0.962,66.008,4
11,-3.145,0,129.042,5
10,-4.061,0,101.93,5
4,-6.607,0,137.715,6
2,-21.636,0.937,72.147,4
0,-6.851,7.54E-05,117.92,4
0,-17.016,0.967,115.561,5
4,-11.757,0.0745,135.678,6
9,-8.81,0.000822,151.553,6
5,-3.561,0,98.07,5
7,-4.164,0.0901,123.002,5
2,-5.078,0.862,122.2,0
9,-4.331,0,132.002,6
0,-7.08,0.0221,185.183,6
0,-9.085,0,115.575,6
5,-16.403,0.918,125.785,3
2,-5.744,0.000607,139.617,5
11,-28.302,0.857,67.266,5
7,-21.55,0.885,122.4,5
4,-7.774,0.029,118.04,5
1,-5.879,0,113.971,5
5,-17.085,0.843,120.044,0
2,-19.379,0.427,92.564,6
10,-14.24,0.348,81.064,0
9,-3.524,0,125,5
7,-30.812,0.955,95.176,4
10,-4.417,0.0265,110.235,5
0,-6.232,0,137.044,5
0,-13.01,0.618,108.962,0
1,-9.424,0.00191,100.894,6
11,-11.828,0,136.601,6
10,-5.247,0.386,114.053,5
0,-17.56,0.939,129.985,5
11,-21.088,0.794,74.773,6
7,-3.804,0.0633,97.942,5
9,-16.372,1.16E-06,137.641,6
8,-23.868,0.923,70.185,4
6,-5.163,0,120.105,5
7,-15.099,0,123.994,6
10,-25.638,0.944,61.544,1
5,-34.631,0.934,87.756,4
10,-3.149,0,94.419,5
3,-9.856,0.187,96.444,6
10,-8.578,0.00968,204.03,6
0,-6.262,0.000151,125.968,5
0,-21.704,0.898,115.763,5
7,-11.084,0,109.03,6
0,-17.364,0.711,86.357,4
7,-3.976,5.07E-06,93.537,6
0,-7.85,0.723,115.285,0
7,-3.899,0.000747,127.204,5
2,-6.061,0,78.998,6
7,-9.434,0,131.554,6
7,-4.271,0.799,120.099,4
2,-4.749,0,142.051,5
0,-24.499,0.959,136.114,5
7,-28.953,0.876,74.938,5
9,-16.3,0.00637,101.989,5
4,-32.071,0.275,168.273,5
0,-5.356,0.000417,137.028,5
5,-8.125,0,95.946,0
0,-3.797,1.22E-06,115.034,5
6,-20.546,0.49,80.762,5
0,-21.039,0.0233,97.755,5
6,-8.966,1.07E-06,116.047,6
2,-4.493,0,65.997,5
9,-25.607,0.9,138.743,6
3,-8.093,0.000408,104.801,5
1,-6.905,1.07E-05,111.987,6
8,-3.509,1.59E-06,132.078,5
11,-5.541,0.000308,158.066,6
8,-7.175,5.36E-06,107.047,5
2,-8.984,0.908,87.988,4
11,-4.295,0.00412,100.01,5
10,-12.058,2.81E-05,92.006,6
10,-6.96,0.000247,133.62,5
1,-5.701,9.06E-05,124.91,5
7,-8.659,0,92.493,5
10,-20.93,4.37E-06,130.907,5
4,-11.782,0.0177,87.773,6
3,-7.513,0.000137,135.177,6
9,-14.07,0.00474,137.349,5
9,-20.369,0.895,109.701,5
5,-7.251,0,99.284,5
3,-14.003,0.915,80.257,4
11,-2.986,1.34E-06,192.091,5
8,-17.476,0.904,79.953,4
0,-8.456,1.67E-05,86.577,5
3,-24.276,0.403,91.706,5
0,-14.217,0.916,66.915,5
5,-11.358,0.441,85.915,4
4,-4.421,0,83.884,6
11,-6.87,5.26E-05,114.901,5
6,-14.915,0.46,90.013,4
3,-11.323,0.043,80.229,6
9,-8.917,0.0406,167.267,6
8,-22.293,0.943,173.632,5
11,-7.956,0,89.977,5
9,-3.006,0,145.927,5
1,-7.728,0.939,153.954,4
5,-7.788,0.0063,170.099,5
11,-29.389,0.922,176.39,4
0,-10.726,0.000178,103.981,6
1,-7.231,0.000996,80.007,6
5,-14.555,0.913,123.549,5
1,-32.624,0.942,63.07,5
9,-21.001,0.939,90.712,3
10,-12.119,0.0491,93.427,5
7,-7.275,0.00211,117.399,5
7,-5.621,0.00176,87.027,6
9,-6.65,0.000554,126.066,5
7,-19.313,0.916,139.9,5
9,-5.132,0,96.988,5
1,-12.992,0.8,126.042,0
4,-9.482,1.95E-05,119.156,6
9,-15.139,0.887,75.008,4
5,-3.629,6.30E-05,129.984,5
5,-18.482,0.927,129.907,5
0,-22.954,0.88,119.796,5
7,-5.887,0,158.026,5
0,-4.209,0,95.39,5
0,-4.52,1.26E-06,96.991,5
6,-10.544,0.00401,78.923,5
7,-16.713,0.984,78.195,5
2,-9.424,0.318,109.913,6
4,-9.813,0.527,119.994,6
10,-6.458,0,154.084,5
8,-6.495,2.27E-05,137.047,5
11,-4.304,0,158.024,5
5,-14.953,0.748,98.779,0
10,-25.379,0.727,77.421,5
0,-11.268,0.895,90.006,6
11,-17.14,0.00348,139.099,5
1,-7.623,0.0022,100.996,5
0,-11.371,0,117.07,5
1,-7.959,6.61E-06,157.997,5
3,-11.63,0.000153,124.896,6
10,-10.723,0.0231,87.974,4
5,-6.928,4.77E-05,82.965,5
0,-5.475,0.00232,179.83,6
9,-14.638,0.527,116.861,6
2,-6.921,0,105.053,6
6,-8.771,5.86E-05,107.989,6
11,-8.873,0.89,121.992,0
7,-5.033,1.27E-06,133.911,5
6,-2.906,6.56E-06,156.991,5
10,-3.638,0,129.769,3
5,-6.091,0.93,104.979,6
5,-4.964,0,126.002,4
2,-5.208,0.00218,101.913,5
6,-7.166,1.22E-06,97.025,6
9,-6.637,0,147.986,5
1,-20.429,0.997,117.588,4
10,-1.091,0.000492,95.014,5
9,-7.753,0,202.824,5
4,-15.898,0.941,114.852,4
9,-31.312,0.796,144.363,5
5,-8.195,0.0189,98.025,5
10,-4.839,0.0966,95.998,6
2,-30.097,0.199,89.52,5
9,-17.273,0.924,109.697,5
0,-16.261,0.851,125.929,6
7,-8.65,0,141.266,5
8,-6.031,0,160.008,4
7,-24.509,0.944,70.523,5
1,-5.497,2.74E-05,133.034,6
7,-13.048,0.929,93.406,0
2,-30.158,0.959,72.742,4
1,-5.419,6.47E-06,89.969,6
7,-4.258,6.43E-05,117.948,5
10,-11.484,1.90E-05,145.98,5
0,-28.189,0.931,179.888,4
6,-6.044,0.92,129.997,5
4,-9.864,0.0162,98.098,5
1,-4.555,2.11E-05,125.874,5
0,-6.7,0,95.941,5
2,-10.633,0.000653,105.636,4
9,-10.945,3.04E-06,111.203,6
2,-7.97,0.818,126.988,1
11,-9.381,2.24E-06,72.871,5
9,-18.75,0.969,90.761,4
1,-10.408,0,83.967,6
2,-4.239,0.000327,85.027,6
1,-7.422,0.452,131.996,6
0,-5.154,0.00157,145.405,4
2,-10.738,0.896,75.524,4
11,-5.998,0,123.043,5
6,-10.413,0.00765,154.669,6
0,-26.166,0.887,164.752,4
1,-9.727,0.011,100.008,4
5,-12.539,0.000291,134.319,4
8,-23.104,0.954,74.253,5
4,-7.533,0,118.811,5
7,-6.104,0,78.787,5
8,-6.021,0,102.003,6
10,-35.543,0.907,67.592,5
0,-16.449,0.858,167.329,5
9,-9.125,0.121,123.008,1
8,-9.803,0.000252,80.823,6
7,-18.295,0.899,114.004,0
7,-13.929,0.000286,81.368,6
0,-16.034,0.859,67.454,5
0,-12.215,0.0373,76.972,6
4,-5.478,0,130.081,5
4,-3.046,0,158.087,5
2,-9.433,0.0743,107.364,5
11,-25.934,0.947,97.793,4
7,-10.746,0.00118,112.033,6
0,-2.738,0,125.025,4
0,-9.182,0,79.907,5
9,-5.662,0,175.075,5
8,-7.513,1.97E-06,102.998,5
9,-7.656,0.00447,169.728,6
5,-13.241,0,86.748,5
7,-4.992,1.04E-05,119.007,5
2,-9.387,3.53E-06,107.963,5
0,-40.295,0.929,95.936,4
3,-12.335,0.928,88.772,4
1,-4.1,0,117.965,5
1,-10.212,0.672,108.04,4
2,-6.369,2.35E-06,169.895,6
1,-26.984,0.962,94.407,4
1,-16.639,0.183,69.694,5
0,-7.849,0,169.918,5
1,-6.368,0.815,180.009,3
2,-31.012,0.883,139.214,5
0,-5.811,0,118.177,5
9,-23.343,0.896,55.238,5
11,-6.429,0,99.954,4
10,-20.472,0.138,96.864,5
0,-16.57,0.91,116,5
6,-12.192,1.16E-06,109.912,4
3,-27.574,0.958,92.012,4
6,-3.596,6.81E-06,90.999,5
10,-23.676,0.838,88.059,5
7,-9.182,0,137.98,4
4,-13.349,1.17E-05,179.993,5
0,-17.925,0.574,128.021,5
10,-4.352,1.39E-06,170.721,6
6,-6.447,5.29E-06,100.512,6
0,-12.244,0,114.37,5
5,-5.776,0.47,96.037,5
10,-3.39,0,139.9,0
5,-6.567,3.52E-06,108.234,6
7,-15.665,0,137.919,6
0,-6.897,0,139.876,6
7,-6.208,0.000353,110.264,5
10,-5.624,0,111.039,5
9,-7.976,0.0023,128.059,6
6,-5.324,0.036,125.982,5
5,-14.04,0.0626,112.387,3
10,-10.645,0.957,125.973,5
9,-25.714,0.921,75.412,6
7,-8.72,0.0135,103.538,5
1,-8.429,0,171.695,4
0,-11.416,0.933,75.011,4
3,-20.186,0.931,137.367,5
1,-6.491,0,172.006,5
2,-6.801,0.000677,119.967,1
4,-10.796,0.0344,109.919,5
8,-2.29,0,173.859,5
5,-21.566,0.824,77.138,5
8,-5.652,0,122.031,5
1,-6.167,0,92.19,6
11,-17.913,0.573,94.084,6
7,-21.68,0.928,211.207,5
9,-12.79,0,177.799,4
0,-6.827,3.83E-06,87.201,5
9,-5.321,0,128.969,5
0,-8.648,0.9,150.034,5
2,-10.549,2.16E-06,137.118,5
4,-3.495,0.000863,124.191,5
0,-5.341,0,160.03,5
9,-3.83,0,119.958,5
7,-11.855,0.835,125.862,6
0,-29.444,0.959,71.929,4
11,-10.163,0.00347,112.992,0
10,-25.836,0.959,70.387,5
10,-10.182,0,119.917,6
10,-18.52,0.229,80.391,5
1,-3.804,0,128.038,5
9,-7.96,0.899,139.945,5
6,-25.312,0.861,131.311,5
6,-9.149,2.20E-05,110.175,6
7,-6.088,0.878,176.01,4
5,-21.792,0.983,65.469,5
3,-18.684,0.759,74.514,5
10,-7.302,4.09E-06,151.91,6
2,-7.749,0,132.864,6
10,-16.595,0.394,129.998,0
11,-25.934,0.947,97.793,4
5,-7.424,0.275,171.121,5
11,-24.714,0.944,177.69,4
0,-7.509,0.00837,84.251,0
0,-30.464,0.925,206.236,5
1,-29.098,0.832,61.338,5
1,-5.123,0,100.02,5
3,-17.339,0.00209,77.52,0
1,-19.176,0.696,79.992,4
7,-10.549,0.899,104.361,5
4,-10.915,0.000238,137.062,6
2,-14.43,0.174,120.675,5
1,-11.085,0.643,71.16,5
7,-19.487,0.826,82.588,4
10,-5.588,0.000243,126.077,5
1,-10.326,0.000464,109.252,4
8,-5.809,0,128.023,5
5,-14.34,0.904,127.955,5
9,-16.379,0.864,119.977,5
10,-27.722,0.99,78.537,6
7,-2.651,0.00512,139.947,5
11,-3.862,0,94.931,5
4,-13.21,0.961,81.981,4
7,-3.739,1.55E-06,179.855,5
1,-5.056,0,95.971,5
6,-10.64,0.589,139.895,0
2,-7.249,0.0324,93.427,5
0,-24.29,0.922,67.907,3
11,-26.327,0.952,47.754,6
0,-17.945,0.858,141.89,5
5,-9.276,0,80.035,5
7,-4.944,0,131.936,5
9,-18.851,0.873,116.906,4
0,-27.615,0.964,91.988,5
4,-31.218,0.872,94.092,5
0,-23.624,0.956,144.571,4
7,-9.379,1.19E-06,97.902,6
7,-8.039,0.00217,108.736,6
6,-5.043,0.0101,97.985,5
9,-18.65,0.304,66.307,4
3,-32.652,0.928,69.906,0
6,-5.616,0,116.735,5
6,-22.165,0.931,134.236,5
10,-7.11,0,131.741,6
3,-4.72,0,83.982,5
0,-7.313,7.39E-06,113.968,4
10,-12.399,0.79,169.981,5
4,-5.177,0,131.922,5
0,-3.266,0,119.962,5
3,-27.084,0.964,177.424,4
0,-18.203,0.962,76.965,5
7,-7.705,0.0623,168.032,6
3,-24.552,0.877,142.49,1
4,-26.235,0.947,65.191,4
6,-7.926,0.0282,94.875,5
0,-5.832,0,115.884,5
2,-11.208,0.00803,73.946,5
5,-4.964,0,126.001,4
5,-5.241,4.02E-06,123.071,4
4,-11.626,2.64E-06,128.932,5
0,-10.607,0.458,159.993,4
0,-7.25,0.000311,89.972,5
4,-30.676,0.842,0,4
9,-30.391,0.939,75.222,5
5,-7.078,0.000601,105.003,0
6,-3.277,0.000371,134.973,5
0,-6.494,5.44E-06,96.02,5
9,-3.035,1.41E-05,125.009,5
0,-8.58,0.00807,83.614,5
11,-4.087,0,129.992,5
5,-12.612,0.988,78.249,5
0,-21.599,0.82,90.353,5
4,-15.671,0,79.324,5
9,-2.182,0,148.126,5
6,-5.175,1.03E-05,144.1,5
1,-3.283,0,98.095,5
7,-34.138,0.928,69.633,4
7,-7.855,0.328,123.996,1
2,-5.922,0,119.844,6
11,-7.386,0.854,190.938,0
4,-2.137,1.02E-06,146.968,5
7,-7.734,0.0116,179.938,6
2,-19.34,0.958,104.997,5
6,-13.047,0,109.046,5
5,-24.565,0.954,123.895,3
3,-8.05,1.83E-06,139.892,5
2,-5.429,0,97.02,6
10,-15.181,0.921,82.994,4
1,-11.732,3.50E-06,144.985,6
0,-8.071,0.616,122.458,5
3,-16.54,0.613,171.623,5
6,-17.664,0.702,117.216,5
7,-21.638,0.728,79.88,4
8,-5.767,8.18E-06,160.139,6
4,-7.523,0.9,79.985,4
9,-13.768,0.949,85.18,4
10,-28.726,0.899,106.051,5
0,-1.637,0,165.821,5
9,-10.484,0.00248,129.171,5
3,-2.602,0,156.063,5
7,-22.815,0.932,165.638,5
5,-13.473,0.000597,119.92,5
7,-26.902,0.953,69.283,4
9,-5.877,0,80.035,5
5,-6.992,0.0406,131.84,5
11,-5.253,0,124.912,5
6,-15.541,0.92,140.921,4
7,-4.172,0.392,171.47,6
11,-8.136,0,124.711,5
10,-11.569,0.94,90.025,4
4,-7.077,0.909,149.921,4
11,-6.997,0.0112,127.981,5
11,-7.866,0.934,131.039,4
0,-8.905,0.885,177.164,0
4,-22.763,0.935,85.445,5
2,-6.408,0.0377,78.063,6
11,-3.79,0,175.872,6
4,-9.115,0.87,109.988,5
11,-12.361,0.88,180.01,5
2,-1.496,0,99.974,5
7,-33.19,0.963,77.84,6
5,-16.663,4.02E-06,119.997,0
0,-9.877,0,117.026,5
1,-8.557,0,134.887,5
3,-3.912,0,127.99,5
4,-3.97,0,82.816,6
4,-27.403,0.587,96.382,1
11,-2.463,0,80.526,6
7,-3.356,0,110.019,5
4,-4.66,1.56E-05,84.013,5
9,-6.402,0.883,101.049,5
5,-6.136,7.01E-05,159.801,5
0,-4.229,0,170.019,5
5,-7.631,0.00533,106.078,5
6,-21.912,0.95,68.614,4
5,-9.124,0.832,176.064,1
8,-10.266,0.00254,86.204,5
10,-6.352,0,90.019,5
7,-3.508,1.24E-06,90.988,5
11,-16.278,0.0154,143.804,6
10,-14.434,1.18E-05,80.236,5
8,-12.101,0.00173,85.021,5
4,-10.455,6.83E-05,139.914,5
5,-15.763,0.887,173.828,5
7,-8.39,0.000867,148.072,6
11,-4.577,3.57E-06,110.962,5
10,-18.747,0.0491,72.489,6
2,-3.474,0,123.534,5
4,-7.985,2.96E-06,102.991,5
7,-7.567,0.352,133.176,5
4,-6.762,6.87E-06,146.854,4
6,-8.19,0.0461,97.063,4
11,-1.737,0.0305,126.203,5
9,-3.974,0.691,107.975,5
0,-8.884,0,129.987,6
2,-3.453,0,106.029,5
11,-23.964,0.948,61.598,5
11,-12.407,7.73E-05,80.109,6
9,-10.163,0.944,85.083,5
7,-8.415,0.00077,99.019,6
10,-22.756,0.888,85.845,5
8,-15.859,0.946,160.051,4
9,-4.203,2.55E-05,172.004,5
2,-6.711,0,84.948,5
0,-6.552,0.047,115.003,6
2,-1.632,0.911,140.027,6
2,-7.673,0,110.05,0
10,-6.302,7.60E-06,139.709,0
7,-9.195,0.00179,80.961,5
10,-4.797,0,107.024,5
0,-5.508,0,114.025,5
8,-5.412,0,151.994,6
9,-12.806,0.000109,149.757,5
4,-5.186,2.12E-06,136.155,5
6,-5.807,0.00403,147.943,5
2,-12.523,0.923,116.023,5
4,-6.805,0.962,99.97,5
0,-7.898,0.000751,89.386,6
1,-31.261,0.861,71.253,5
7,-25.508,0.258,78.798,6
11,-9.365,0,159.959,6
0,-7.996,0.15,170.106,4
1,-3.401,0,140.08,4
11,-7.664,0.741,128.002,5
2,-12.659,0,91.974,5
2,-10.172,0.00114,121.888,1
4,-2.758,7.91E-06,130.082,5
5,-8.884,7.34E-06,139.936,6
1,-5.064,0,135.14,5
3,-28.448,0.929,76.666,4
11,-3.363,0,159.841,0
8,-3.268,0,79.899,5
10,-12.148,0.00131,110.833,6
0,-6.364,0.00462,109,4
7,-7.798,0,121.965,5
10,-12.628,0.933,74.995,5
0,-26.128,0.931,83.874,5
7,-7.458,0.0232,97.501,5
4,-7.987,0,126.027,4
8,-17.774,0.941,117.865,5
7,-9.835,0.881,80.349,2
8,-5.645,0.252,106.554,5
11,-3.225,0,143.935,5
2,-5.819,0.000992,123.892,5
4,-8.454,0.0391,88.902,6
0,-46.847,0.841,66.84,5
4,-7.097,0.000164,123.965,6
6,-9.384,0.6,127.882,6
5,-12.142,0,109.975,4
7,-5.636,0.00137,130.02,5
9,-6.546,0,171.121,0
11,-18.508,0.925,86.209,6
9,-8.065,0.00945,144.021,4
0,-6.529,0,119.997,5
5,-11.161,0.825,74.393,5
7,-10.247,3.91E-06,124.708,6
0,-11.295,0.262,119.007,6
9,-20.009,0.928,132.001,4
9,-17.109,0.366,99.679,5
9,-9.504,1.34E-06,123.078,5
2,-19.562,0.812,90.434,5
5,-26.307,0.923,82.866,5
2,-10.025,0.856,80.023,4
2,-6.35,0,110.94,5
7,-28.953,0.876,74.938,5
